序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
28,NLXJ,能量小姐,99HCZVCT,NLXJ-99HCZVCT,韓式菇菇雞,Korean Style Mushroom Chicken,聯發科瑞光,2024-12-10 12:14:49
29,NLXJ,能量小姐,42UQMJEW,NLXJ-42UQMJEW,蔬食餐盒,Vegetarian Meal Box,聯發科瑞光,2024-12-10 12:14:49
30,BFYJ,八方雲集,13JGZICB,BFYJ-13JGZICB,韓式辣味鍋貼十顆,Korean Spicy Pot Stickers (10 pieces),聯發科瑞光,2024-12-10 12:14:49
31,BFYJ,八方雲集,94JSHWBJ,BFYJ-94JSHWBJ,招牌鍋貼十顆,Signature Pot Stickers (10 pieces),聯發科瑞光,2024-12-10 12:14:49
32,BFYJ,八方雲集,48PXFOBS,BFYJ-48PXFOBS,韭菜鍋貼十顆,Chive Pan-Fried Dumplings (10 pcs),聯發科瑞光,2024-12-10 12:14:49
33,BFYJ,八方雲集,66BTCZFE,BFYJ-66BTCZFE,新蔬食水餃十顆,New Vegetarian Dumplings (10 pieces),聯發科瑞光,2024-12-10 12:14:49
34,BFYJ,八方雲集,62AMFROA,BFYJ-62AMFROA,玉米湯餃,Corn Soup Dumplings,聯發科瑞光,2024-12-10 12:14:49
35,BFYJ,八方雲集,76YIFZZC,BFYJ-76YIFZZC,酸辣湯餃,Hot and Sour Soup Dumplings,聯發科瑞光,2024-12-10 12:14:49
36,HXZ,鬍鬚張,35RPOBEQ,HXZ-35RPOBEQ,蒜泥白肉便當,Garlic Pork Slices Bento,聯發科瑞光,2024-12-10 12:14:49
37,HXZ,鬍鬚張,25TQCISF,HXZ-25TQCISF,魯肉飯便當,Braised Pork Rice Bento,聯發科瑞光,2024-12-10 12:14:49
38,HXZ,鬍鬚張,53SFMHOQ,HXZ-53SFMHOQ,胭脂梅花肉香腸雙拼便當,Plum Marinated Pork & Sausage Duo Bento,聯發科瑞光,2024-12-10 12:14:49
39,HXZ,鬍鬚張,79CWPUBF,HXZ-79CWPUBF,紅糟豆乳腿排便當,Red Yeast Soy Milk Chicken Cutlet Bento,聯發科瑞光,2024-12-10 12:14:49
40,HXZ,鬍鬚張,42ELDCFZ,HXZ-42ELDCFZ,唐山排骨便當,Tangshan Pork Chop Bento,聯發科瑞光,2024-12-10 12:14:49
41,HXZ,鬍鬚張,69ORXGID,HXZ-69ORXGID,雞魯飯便當,Braised Chicken Rice Bento,聯發科瑞光,2024-12-10 12:14:49
42,NLXJ,能量小姐,81NQEQMF,NLXJ-81NQEQMF,香滷雞腿-無飯,Braised Chicken Leg (No Rice),聯發科瑞光,2024-12-10 12:14:49
43,NLXJ,能量小姐,74OSKEZZ,NLXJ-74OSKEZZ,麻香口水雞,Sichuan Spicy Chicken (Mouth-Watering Chicken),聯發科瑞光,2024-12-10 12:14:49
44,NLXJ,能量小姐,74SCJALB,NLXJ-74SCJALB,泡菜豬里肌,Kimchi Pork Tenderloin,聯發科瑞光,2024-12-10 12:14:49
45,HFKY,伙房烤魚,71DXLMOM,HFKY-71DXLMOM,黑椒牛肉飯,Black Pepper Beef Rice,聯發科瑞光,2024-12-10 12:14:49
46,HFKY,伙房烤魚,86PBRPBX,HFKY-86PBRPBX,豬排親子丼飯,Pork Cutlet with Egg Rice Bowl (Oyakodon),聯發科瑞光,2024-12-10 12:14:49
47,HFKY,伙房烤魚,58RLBMRZ,HFKY-58RLBMRZ,金湯酸菜魚小火鍋,Sour Cabbage Fish Hot Pot with Golden Soup,聯發科瑞光,2024-12-10 12:14:49
48,HFKY,伙房烤魚,30DZTTKR,HFKY-30DZTTKR,麻辣豬五花小火鍋,Spicy Pork Belly Mini Hot Pot,聯發科瑞光,2024-12-10 12:14:49
49,HFKY,伙房烤魚,98FSDHFZ,HFKY-98FSDHFZ,宮保雞丁飯,Kung Pao Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
50,HFKY,伙房烤魚,48BFAZUS,HFKY-48BFAZUS,糖醋魚排飯,Sweet and Sour Fish Fillet Rice,聯發科瑞光,2024-12-10 12:14:49
51,SUBWA,SUBWAY,54SOXCFQ,SUBWA-54SOXCFQ,香烤雞肉6吋,Grilled Chicken (6-inch),聯發科瑞光,2024-12-10 12:14:49
52,SUBWA,SUBWAY,41BCXQBR,SUBWA-41BCXQBR,燒烤牛肉6吋,BBQ Beef (6-inch),聯發科瑞光,2024-12-10 12:14:49
53,SUBWA,SUBWAY,71XPZQPO,SUBWA-71XPZQPO,火腿6吋,Ham (6-inch),聯發科瑞光,2024-12-10 12:14:49
54,SUBWA,SUBWAY,06DFACKN,SUBWA-06DFACKN,照燒雞肉6吋,Teriyaki Chicken (6-inch),聯發科瑞光,2024-12-10 12:14:49
55,SUBWA,SUBWAY,97SSZBEE,SUBWA-97SSZBEE,百味俱樂部6吋,Subway Club (6-inch),聯發科瑞光,2024-12-10 12:14:49
56,SUBWA,SUBWAY,29RQJHJA,SUBWA-29RQJHJA,素食蔬菜6吋,Veggie Delite (6-inch),聯發科瑞光,2024-12-10 12:14:49
57,QHSL,齊亨燒臘,71MFRYUK,QHSL-71MFRYUK,油雞燒鴨飯,Oil-Braised Chicken and Roast Duck Rice,聯發科瑞光,2024-12-10 12:14:49
58,QHSL,齊亨燒臘,57WYYMNW,QHSL-57WYYMNW,獅子頭飯,Lion's Head Meatball Rice,聯發科瑞光,2024-12-10 12:14:49
59,QHSL,齊亨燒臘,93TRJTJI,QHSL-93TRJTJI,叉燒油雞飯,Char Siu and Oil-Braised Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
60,QHSL,齊亨燒臘,79OIYCGF,QHSL-79OIYCGF,燒肉燒鴨飯,Roasted Pork & Roast Duck Rice,聯發科瑞光,2024-12-10 12:14:49
61,QHSL,齊亨燒臘,41ZCTDYC,QHSL-41ZCTDYC,三寶飯,Three Treasures Rice,聯發科瑞光,2024-12-10 12:14:49
62,QHSL,齊亨燒臘,04LWGPGX,QHSL-04LWGPGX,化皮燒肉飯,Crispy Skin Roasted Pork Rice,聯發科瑞光,2024-12-10 12:14:49
63,GLHZ,給力盒子,93AGVEBG,GLHZ-93AGVEBG,川味椒麻烤雞胸-無飯,Sichuan Pepper Roasted Chicken Breast (No Rice),聯發科瑞光,2024-12-10 12:14:49
64,GLHZ,給力盒子,44YYZHLQ,GLHZ-44YYZHLQ,泰式打拋雞胸,Thai Basil Minced Chicken Breast,聯發科瑞光,2024-12-10 12:14:49
65,WHM,五花馬,75VYXPIL,WHM-75VYXPIL,牛肉湯餃8粒,Beef Dumpling Soup (8 pieces),聯發科瑞光,2024-12-10 12:14:49
66,WHM,五花馬,65BZUMGJ,WHM-65BZUMGJ,川味擔擔麵,Szechuan Dan Dan Noodles,聯發科瑞光,2024-12-10 12:14:49
67,WHM,五花馬,39IGQUNX,WHM-39IGQUNX,小米粥港式蘿蔔糕,Congee with Hong Kong Style Radish Cake,聯發科瑞光,2024-12-10 12:14:49
68,WHM,五花馬,24SCEJGL,WHM-24SCEJGL,高麗菜水餃10粒,Cabbage Dumplings (10 pieces),聯發科瑞光,2024-12-10 12:14:49
69,WHM,五花馬,71PVUAQP,WHM-71PVUAQP,招牌乾麵蛋花湯,Signature Dry Noodles with Egg Drop Soup,聯發科瑞光,2024-12-10 12:14:49
70,WHM,五花馬,04SPMCRW,WHM-04SPMCRW,溫洲大雲吞麵,Wenzhou Large Wonton Noodles,聯發科瑞光,2024-12-10 12:14:49
71,TSF,太師傅,25EDHCVS,TSF-25EDHCVS,和風雞腿飯,Japanese Style Chicken Leg Rice,聯發科瑞光,2024-12-10 12:14:49
72,TSF,太師傅,51STCRUS,TSF-51STCRUS,五香豬排飯,Five-Spice Pork Chop Rice,聯發科瑞光,2024-12-10 12:14:49
73,TSF,太師傅,72VLBCYP,TSF-72VLBCYP,三杯雞丁飯,Three-Cup Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
74,TSF,太師傅,80HUFTOL,TSF-80HUFTOL,美味雙享便當,Double Delight Bento Box,聯發科瑞光,2024-12-10 12:14:49
75,TSF,太師傅,70PDKMTK,TSF-70PDKMTK,鐵道滷排飯,Railway Braised Pork Rice,聯發科瑞光,2024-12-10 12:14:49
76,TSF,太師傅,63RCGHSO,TSF-63RCGHSO,呷霸大雞腿,Emperor's Chicken Leg,聯發科瑞光,2024-12-10 12:14:49
77,NLXJ,能量小姐,44ADOZJH,NLXJ-44ADOZJH,照燒雞腿排,Teriyaki Chicken Cutlet,聯發科瑞光,2024-12-10 12:14:49
78,YGCF,陽光廚房,26RYPDKE,YGCF-26RYPDKE,香酥豬排特餐,Crispy Pork Chop Special Set,聯發科瑞光,2024-12-10 12:14:49
79,YGCF,陽光廚房,74BNIZTT,YGCF-74BNIZTT,宮保雞丁特餐,Kung Pao Chicken Special Set,聯發科瑞光,2024-12-10 12:14:49
80,YGCF,陽光廚房,26XGPNSR,YGCF-26XGPNSR,蔥爆牛肉特餐,Stir-Fried Beef with Scallion Special Set,聯發科瑞光,2024-12-10 12:14:49
81,YGCF,陽光廚房,38VGWJEM,YGCF-38VGWJEM,蛋黃燉肉特餐,Braised Pork with Egg Yolk Special Set,聯發科瑞光,2024-12-10 12:14:49
82,YGCF,陽光廚房,92CUMXUC,YGCF-92CUMXUC,京醬肉絲特餐,Beijing Sauce Shredded Pork Special Set,聯發科瑞光,2024-12-10 12:14:49
83,YGCF,陽光廚房,26WNGMNW,YGCF-26WNGMNW,香酥煎鯖魚特餐,Pan-Fried Mackerel Special Set,聯發科瑞光,2024-12-10 12:14:49
84,KDJ,肯德基,99MPORCG,KDJ-99MPORCG,卡啦雞腿堡 絕配餐,Crispy Chicken Leg Burger Perfect Set,聯發科瑞光,2024-12-10 12:14:49
85,KDJ,肯德基,58SONSYO,KDJ-58SONSYO,紐奧良烤雞腿堡 絕配餐,New Orleans Grilled Chicken Leg Burger Perfect Set,聯發科瑞光,2024-12-10 12:14:49
86,KDJ,肯德基,31WMITCP,KDJ-31WMITCP,美式煙燻卡脆雞堡經典餐,American Smoked Crispy Chicken Burger Classic Set,聯發科瑞光,2024-12-10 12:14:49
87,KDJ,肯德基,86ZJCRTG,KDJ-86ZJCRTG,墨西哥莎莎捲 經典餐,Mexican Salsa Wrap Classic Set,聯發科瑞光,2024-12-10 12:14:49
88,KDJ,肯德基,48EIPAVN,KDJ-48EIPAVN,花生熔岩卡啦雞腿堡 絕配餐,Peanut Lava Crispy Chicken Leg Burger Perfect Set,聯發科瑞光,2024-12-10 12:14:49
89,KDJ,肯德基,34OAIABG,KDJ-34OAIABG,青花椒香麻脆雞 經典餐,Green Sichuan Pepper Numbing Crispy Chicken Classic Set,聯發科瑞光,2024-12-10 12:14:49
90,FCSL,鳳城燒臘,85JDXURH,FCSL-85JDXURH,脆皮燒肉飯,Crispy Roasted Pork Rice,聯發科瑞光,2024-12-10 12:14:49
91,FCSL,鳳城燒臘,06ZPSPTT,FCSL-06ZPSPTT,招牌三寶飯,Signature Three Treasures Rice,聯發科瑞光,2024-12-10 12:14:49
92,FCSL,鳳城燒臘,25BAOYBW,FCSL-25BAOYBW,叉燒燒肉飯,Char Siu with Roasted Pork Rice,聯發科瑞光,2024-12-10 12:14:49
93,FCSL,鳳城燒臘,37TUNMRG,FCSL-37TUNMRG,餐蛋豬扒飯,Pork Chop with Egg Rice,聯發科瑞光,2024-12-10 12:14:49
94,JJPG,金金排骨,16OKVKAW,JJPG-16OKVKAW,雞肉飯便當,Chicken Rice Bento,聯發科瑞光,2024-12-10 12:14:49
95,JJPG,金金排骨,32JQTFIG,JJPG-32JQTFIG,糖醋咕咾肉,Sweet and Sour Pork,聯發科瑞光,2024-12-10 12:14:49
96,JJPG,金金排骨,16EDLMWX,JJPG-16EDLMWX,金金排骨飯,Golden Pork Chop Rice,聯發科瑞光,2024-12-10 12:14:49
97,JJPG,金金排骨,49CLCLLK,JJPG-49CLCLLK,滷大排飯,Braised Pork Chop Rice,聯發科瑞光,2024-12-10 12:14:49
98,JJPG,金金排骨,32XTHJCB,JJPG-32XTHJCB,烤味大雞腿飯,Grilled Chicken Leg Rice,聯發科瑞光,2024-12-10 12:14:49
99,JJPG,金金排骨,39CBPEKS,JJPG-39CBPEKS,江浙獅子頭飯,Jiangzhe-Style Lion's Head Meatball Rice,聯發科瑞光,2024-12-10 12:14:49
100,LZQHM,蘆洲七號麵線,23XUYTCY,LZQHM-23XUYTCY,綜合麵線,Assorted Vermicelli Soup,聯發科瑞光,2024-12-10 12:14:49
101,LZQHM,蘆洲七號麵線,46AHOTNG,LZQHM-46AHOTNG,豬肚麵線,Pork Tripe Vermicelli Soup,聯發科瑞光,2024-12-10 12:14:49
102,LZQHM,蘆洲七號麵線,60ZVLAKZ,LZQHM-60ZVLAKZ,花枝麵線,Squid Vermicelli Soup,聯發科瑞光,2024-12-10 12:14:49
103,LZQHM,蘆洲七號麵線,69XDSQIT,LZQHM-69XDSQIT,大腸麵線,Pork Intestine Vermicelli Soup,聯發科瑞光,2024-12-10 12:14:49
104,LZQHM,蘆洲七號麵線,38JSESLJ,LZQHM-38JSESLJ,貢丸麵線,Meatball Vermicelli Soup,聯發科瑞光,2024-12-10 12:14:49
105,LZQHM,蘆洲七號麵線,00LLHTUD,LZQHM-00LLHTUD,肉羹麵線,Meat Ball and Pork Thick Soup Vermicelli,聯發科瑞光,2024-12-10 12:14:49
106,TTKRF,天天烤肉飯,08KGDJUT,TTKRF-08KGDJUT,泡菜烤肉飯,Kimchi Grilled Pork Rice,聯發科瑞光,2024-12-10 12:14:49
107,TTKRF,天天烤肉飯,45YNFJEY,TTKRF-45YNFJEY,台式椒麻雞飯,Taiwanese Pepper Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
108,TTKRF,天天烤肉飯,85ZRWCRH,TTKRF-85ZRWCRH,蒜泥醬白肉飯,Boiled Pork with Garlic Sauce Rice,聯發科瑞光,2024-12-10 12:14:49
109,TTKRF,天天烤肉飯,84BKTTLC,TTKRF-84BKTTLC,醬燒卡啦雞飯,Braised Crispy Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
110,TTKRF,天天烤肉飯,61NSCMXV,TTKRF-61NSCMXV,招牌烤肉飯,Signature Grilled Pork Rice,聯發科瑞光,2024-12-10 12:14:49
111,TTKRF,天天烤肉飯,27NJSOEX,TTKRF-27NJSOEX,雙醬炸豬排飯,Double Sauce Fried Pork Chop Rice,聯發科瑞光,2024-12-10 12:14:49
112,LSH,梁社漢,21MSYPUX,LSH-21MSYPUX,滷排骨飯,Braised Pork Chop Rice,聯發科瑞光,2024-12-10 12:14:49
113,LSH,梁社漢,29QRMTFJ,LSH-29QRMTFJ,椒鹽雞塊飯,Salt & Pepper Chicken Nugget Rice,聯發科瑞光,2024-12-10 12:14:49
114,LSH,梁社漢,83TASFNU,LSH-83TASFNU,玫瑰油雞腿飯,Rose Wine Soy Sauce Chicken Leg Rice,聯發科瑞光,2024-12-10 12:14:49
115,BSK,必勝客,64ZRZMTM,BSK-64ZRZMTM,和風章魚燒個人披薩無糖綠茶,Japanese Style Takoyaki Personal Pizza + Sugar-Free Green Tea,聯發科瑞光,2024-12-10 12:14:49
116,BFYJ,八方雲集,71FHRDYB,BFYJ-71FHRDYB,紅油菜肉大炒手酸辣湯,Red Oil Vegetable Pork Wonton with Hot and Sour Soup,聯發科瑞光,2024-12-10 12:14:49
117,BFYJ,八方雲集,74OHPNAJ,BFYJ-74OHPNAJ,紅燒牛肉麵,Braised Beef Noodle Soup,聯發科瑞光,2024-12-10 12:14:49
118,HXZ,鬍鬚張,16LPJUMV,HXZ-16LPJUMV,香酥雞腿便當,Crispy Chicken Leg Bento,聯發科瑞光,2024-12-10 12:14:49
119,SUBWA,SUBWAY,39QZFVUF,SUBWA-39QZFVUF,義大利經典6吋,Italian B.M.T. (6-inch),聯發科瑞光,2024-12-10 12:14:49
120,SUBWA,SUBWAY,43QDMSAQ,SUBWA-43QDMSAQ,墨西哥辣牛6吋,Mexican Spicy Beef (6-inch),聯發科瑞光,2024-12-10 12:14:49
121,ZLSH,竹林上禾,07OJURHY,ZLSH-07OJURHY,蒜泥白肉飯,Boiled Pork with Garlic Sauce Rice,聯發科瑞光,2024-12-10 12:14:49
122,ZLSH,竹林上禾,24MVLZBW,ZLSH-24MVLZBW,滷雞腿飯,Braised Chicken Leg Rice,聯發科瑞光,2024-12-10 12:14:49
123,ZLSH,竹林上禾,94VAPIEQ,ZLSH-94VAPIEQ,滿滿香腸飯,Taiwanese Sausage Rice,聯發科瑞光,2024-12-10 12:14:49
124,ZLSH,竹林上禾,38XPTNSA,ZLSH-38XPTNSA,黑毛豬炸排骨飯,Black Pork Fried Pork Chop Rice,聯發科瑞光,2024-12-10 12:14:49
125,ZLSH,竹林上禾,05JEWWEX,ZLSH-05JEWWEX,薄鹽鮭魚飯,Light-Salted Salmon Rice,聯發科瑞光,2024-12-10 12:14:49
126,ZLSH,竹林上禾,87XEWRRY,ZLSH-87XEWRRY,雙拼爆爆蝦,Double Crispy Shrimp,聯發科瑞光,2024-12-10 12:14:49
127,KST,咖食堂,69EJOIWW,KST-69EJOIWW,雞腿丁烏龍麵,Chicken Dice Udon,聯發科瑞光,2024-12-10 12:14:49
128,KST,咖食堂,62TINOKC,KST-62TINOKC,雞辣咖哩飯,Spicy Chicken Curry with Egg Rice,聯發科瑞光,2024-12-10 12:14:49
129,KST,咖食堂,18ILWQQP,KST-18ILWQQP,咖哩牛肉飯,Curry Beef Rice,聯發科瑞光,2024-12-10 12:14:49
130,KST,咖食堂,11UVDOPE,KST-11UVDOPE,海鮮咖哩乾烏龍麵,Seafood Curry Dry Udon,聯發科瑞光,2024-12-10 12:14:49
131,KST,咖食堂,87HBNKKO,KST-87HBNKKO,咖哩魚排飯,Curry Fish Fillet Rice,聯發科瑞光,2024-12-10 12:14:49
132,KST,咖食堂,00ZTJVHG,KST-00ZTJVHG,咖哩起司雞飯,Curry Cheese Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
133,BFYJ,八方雲集,40KTFAZL,BFYJ-40KTFAZL,菜肉大餛飩麵,Vegetable and Pork Wonton Noodles,聯發科瑞光,2024-12-10 12:14:49
134,BFYJ,八方雲集,90VKXQNQ,BFYJ-90VKXQNQ,韭菜水餃十顆,Chive Dumplings (10 pieces),聯發科瑞光,2024-12-10 12:14:49
135,NLXJ,能量小姐,69YFXASZ,NLXJ-69YFXASZ,日式蔥鹽雞-無飯,Japanese Green Onion Salt Chicken (No Rice),聯發科瑞光,2024-12-10 12:14:49
136,NLXJ,能量小姐,24PPKLAR,NLXJ-24PPKLAR,香滷雞腿,Braised Chicken Leg,聯發科瑞光,2024-12-10 12:14:49
137,WT,悟饕,45CDEBUB,WT-45CDEBUB,經典池上飯包,Classic Chishang Rice Box,聯發科瑞光,2024-12-10 12:14:49
138,WT,悟饕,83ZCICMM,WT-83ZCICMM,鐵道排骨飯包,Railway Pork Chop Rice Box,聯發科瑞光,2024-12-10 12:14:49
139,WT,悟饕,71OGUXGE,WT-71OGUXGE,蒲燒鯛魚飯包,Grilled Sea Bream Rice Box,聯發科瑞光,2024-12-10 12:14:49
140,WT,悟饕,06GKTNVJ,WT-06GKTNVJ,匠滷控肉飯包,Braised Pork Belly Rice Box,聯發科瑞光,2024-12-10 12:14:49
141,WT,悟饕,88BFEDLE,WT-88BFEDLE,香酥雞腿飯包,Crispy Fried Chicken Leg Rice Box,聯發科瑞光,2024-12-10 12:14:49
142,WT,悟饕,75BNJJUZ,WT-75BNJJUZ,土雞肉飯包,Free Range Chicken Rice Box,聯發科瑞光,2024-12-10 12:14:49
143,ZJL,豬腳蓮,52YIZEAR,ZJL-52YIZEAR,腿庫拌麵(小),Braised Pork Knuckle & Belly Noodles (Small),聯發科瑞光,2024-12-10 12:14:49
144,ZJL,豬腳蓮,43DYZBFJ,ZJL-43DYZBFJ,烤魚飯,Grilled Fish Rice,聯發科瑞光,2024-12-10 12:14:49
145,ZJL,豬腳蓮,24MVLZBW,ZJL-24MVLZBW,滷雞腿飯,Braised Chicken Leg Rice,聯發科瑞光,2024-12-10 12:14:49
146,ZJL,豬腳蓮,72GRDKEL,ZJL-72GRDKEL,豬腳飯,Braised Pork Knuckle Rice,聯發科瑞光,2024-12-10 12:14:49
147,ZJL,豬腳蓮,98FSDHFZ,ZJL-98FSDHFZ,宮保雞丁飯,Kung Pao Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
148,ZJL,豬腳蓮,64VGBWOQ,ZJL-64VGBWOQ,黑椒豬柳飯,Black Pepper Pork Tenderloin Rice,聯發科瑞光,2024-12-10 12:14:49
149,GLHZ,給力盒子,27ZYQMKS,GLHZ-27ZYQMKS,大厚切烤鮭魚,Thick-Cut Grilled Salmon,聯發科瑞光,2024-12-10 12:14:49
150,QHSL,齊亨燒臘,84JEFIRM,QHSL-84JEFIRM,燒肉叉燒飯,Roasted Pork & BBQ Pork Rice,聯發科瑞光,2024-12-10 12:14:49
151,WHM,五花馬,90BPHVEK,WHM-90BPHVEK,小米粥豬肉捲餅,Congee with Pork Roll Pancake,聯發科瑞光,2024-12-10 12:14:49
152,WHM,五花馬,47PLHEPD,WHM-47PLHEPD,牛肉捲餅,Beef Roll Pancake,聯發科瑞光,2024-12-10 12:14:49
153,WHM,五花馬,37PBZCCV,WHM-37PBZCCV,小籠湯包8粒,Xiaolongbao Soup Dumplings (8 pieces),聯發科瑞光,2024-12-10 12:14:49
154,WHM,五花馬,54IWAHET,WHM-54IWAHET,牛肉拉麵,Beef Ramen,聯發科瑞光,2024-12-10 12:14:49
155,LSH,梁社漢,54GMFONY,LSH-54GMFONY,黃金塔塔鱈魚,Golden Tartar Cod Fish,聯發科瑞光,2024-12-10 12:14:49
156,CCFDX,萃茶風大享食,13FOUCHD,CCFDX-13FOUCHD,經典牛丼,Classic Beef Don,聯發科瑞光,2024-12-10 12:14:49
157,CCFDX,萃茶風大享食,90CXAAVX,CCFDX-90CXAAVX,蔥醬豬丼,Green Onion Sauce Pork Don,聯發科瑞光,2024-12-10 12:14:49
158,CCFDX,萃茶風大享食,64JMDUTK,CCFDX-64JMDUTK,讚岐海鮮烏龍麵,Sanuki Seafood Udon,聯發科瑞光,2024-12-10 12:14:49
159,CCFDX,萃茶風大享食,21HPCWNV,CCFDX-21HPCWNV,蔥醬舒肥雞胸餐盒,Green Onion Sauce Sous-vide Chicken Breast Bento,聯發科瑞光,2024-12-10 12:14:49
160,CCFDX,萃茶風大享食,06CJVJDV,CCFDX-06CJVJDV,咖哩豬丼,Curry Pork Don,聯發科瑞光,2024-12-10 12:14:49
161,CCFDX,萃茶風大享食,67SPENMK,CCFDX-67SPENMK,泡菜牛丼,Kimchi Beef Don,聯發科瑞光,2024-12-10 12:14:49
