序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
1084,JDYWW,京都御握丸,72RWYAFT,JDYWW-72RWYAFT,豬肉蔬菜味噌湯,Pork and Vegetable Miso Soup,聯發科瑞光,2025-06-13 10:07:06
1085,MSHB,摩斯漢堡,10MVVNHU,MSHB-10MVVNHU,蜜汁烤雞起司堡紅茶,Honey Glazed Grilled Chicken Cheese Burger with Black Tea,聯發科瑞光,2025-06-13 10:07:06
1086,MSHB,摩斯漢堡,93HVIMTE,MSHB-93HVIMTE,泰式檸檬魚堡紅茶,Thai Lemon Fish Burger with Black Tea,聯發科瑞光,2025-06-13 10:07:06
1087,MSHB,摩斯漢堡,27TJZLWG,MSHB-27TJZLWG,椒麻雞腿堡紅茶,Spicy Sichuan Pepper Chicken Leg Burger with Black Tea,聯發科瑞光,2025-06-13 10:07:06
1088,WCWXC,瓦城無限廚房,08FZBCJV,WCWXC-08FZBCJV,炸雞腿飯便當,Fried Chicken Leg Rice Bento,聯發科瑞光,2025-06-13 10:07:06
1089,WCWXC,瓦城無限廚房,18MPIGPC,WCWXC-18MPIGPC,爆蛋蝦仁排骨飯,Egg-Shrimp & Pork Chop Rice,聯發科瑞光,2025-06-13 10:07:06
1090,WCWXC,瓦城無限廚房,69LLLIPH,WCWXC-69LLLIPH,沙茶牛肉飯,Satay Beef Rice,聯發科瑞光,2025-06-13 10:07:06
1091,WCWXC,瓦城無限廚房,59QWLGAT,WCWXC-59QWLGAT,泰式紅咖哩牛飯,Thai Red Curry Beef Rice,聯發科瑞光,2025-06-13 10:07:06
1092,WCWXC,瓦城無限廚房,32MMUOBS,WCWXC-32MMUOBS,椒麻雞飯,Sichuan Pepper Chicken Rice,聯發科瑞光,2025-06-13 10:07:06
1102,XJYKR,鑫吉野烤肉飯,81JWTEDY,XJYKR-81JWTEDY,烤肉飯,Grilled Meat Rice,聯發科瑞光,2025-06-13 10:07:06
1103,XJYKR,鑫吉野烤肉飯,45BOGRLD,XJYKR-45BOGRLD,烤五花肉飯,Grilled Pork Belly Rice,聯發科瑞光,2025-06-13 10:07:06
1104,XJYKR,鑫吉野烤肉飯,78OARUQX,XJYKR-78OARUQX,烤雞腿飯,Grilled Chicken Leg Rice,聯發科瑞光,2025-06-13 10:07:06
1105,XJYKR,鑫吉野烤肉飯,89EPXZHH,XJYKR-89EPXZHH,香酥排骨飯,Crispy Fried Pork Chop Rice,聯發科瑞光,2025-06-13 10:07:06
1106,XJYKR,鑫吉野烤肉飯,99MZKBIJ,XJYKR-99MZKBIJ,黑胡椒雞柳飯,Black Pepper Chicken Tender Rice,聯發科瑞光,2025-06-13 10:07:06
1107,WDMW,吳獨麵屋,19DOLOZI,WDMW-19DOLOZI,澄清蔬果土雞湯麵,Clear Vegetable & Fruit Chicken Noodle Soup,聯發科瑞光,2025-06-13 10:07:06
1108,WDMW,吳獨麵屋,04AWNEPY,WDMW-04AWNEPY,白蒜土雞湯麵,Garlic White Broth Chicken Noodle Soup,聯發科瑞光,2025-06-13 10:07:06
1109,WDMW,吳獨麵屋,27RVVIKD,WDMW-27RVVIKD,黑蒜土雞湯麵,Black Garlic Chicken Noodle Soup,聯發科瑞光,2025-06-13 10:07:06
1110,WDMW,吳獨麵屋,25YARELL,WDMW-25YARELL,剝皮辣椒土雞肉湯麵,Peeled Chili Chicken Noodle Soup,聯發科瑞光,2025-06-13 10:07:06
1111,QJTJR,奇雞土雞肉飯,50XHGDVE,QJTJR-50XHGDVE,輕量級土雞肉蛋餐,Light Local Chicken & Egg Meal,聯發科瑞光,2025-06-13 10:07:06
1112,ASK,愛食客,45ZTOKVK,ASK-45ZTOKVK,蒜味舒肥雞胸(無飯),Garlic Sous Vide Chicken Breast (No Rice),聯發科瑞光,2025-06-13 10:07:06
1113,ASK,愛食客,54FQCYAV,ASK-54FQCYAV,泰式酸辣檸檬鱸魚,Thai Spicy Lemon Sea Bass,聯發科瑞光,2025-06-13 10:07:06
1114,ASK,愛食客,48RIGYMN,ASK-48RIGYMN,泰式香料嫩雞胸,Thai Spiced Tender Chicken Breast,聯發科瑞光,2025-06-13 10:07:06
1115,ASK,愛食客,24PPKLAR,ASK-24PPKLAR,香滷雞腿,Braised Chicken Thigh,聯發科瑞光,2025-06-13 10:07:06
1116,ASK,愛食客,00JNQYYT,ASK-00JNQYYT,蒜泥白肉,Garlic Pork Slices,聯發科瑞光,2025-06-13 10:07:06
1117,YHJD,一號基地,56NZPBIS,YHJD-56NZPBIS,炸雞排,Fried Chicken Cutlet,聯發科瑞光,2025-06-13 10:07:06
1118,YHJD,一號基地,44ADOZJH,YHJD-44ADOZJH,照燒雞腿排,Teriyaki Chicken Leg Steak,聯發科瑞光,2025-06-13 10:07:06
1119,YHJD,一號基地,85MIPHPM,YHJD-85MIPHPM,唐揚炸雞,Karaage Fried Chicken,聯發科瑞光,2025-06-13 10:07:06
1120,YHJD,一號基地,26DEMFNL,YHJD-26DEMFNL,缽燒沙巴魚,Claypot-Braised Sabah Fish,聯發科瑞光,2025-06-13 10:07:06
1121,YHJD,一號基地,86EPNHAO,YHJD-86EPNHAO,薑汁燒肉,Ginger-Glazed Pork,聯發科瑞光,2025-06-13 10:07:06
1122,HMSRJ,黑米燒肉丼,15QVSMYW,HMSRJ-15QVSMYW,香雞排便當,Fried Chicken Chop Bento,聯發科瑞光,2025-06-13 10:07:06
1123,HMSRJ,黑米燒肉丼,36JEXTZU,HMSRJ-36JEXTZU,梅干扣肉便當,Braised Pork with Preserved Mustard Greens Bento,聯發科瑞光,2025-06-13 10:07:06
1124,HMSRJ,黑米燒肉丼,29LDDHWX,HMSRJ-29LDDHWX,蝦仁捲便當,Shrimp Roll Bento,聯發科瑞光,2025-06-13 10:07:06
1125,HMSRJ,黑米燒肉丼,16SIBPIA,HMSRJ-16SIBPIA,炸雞腿便當,Fried Chicken Leg Bento,聯發科瑞光,2025-06-13 10:07:06
1126,HBW,漢堡王,23IZDERO,HBW-23IZDERO,經典脆雞堡小薯小可,Classic Crispy Chicken Burger with Small Fries and Small Coke,聯發科瑞光,2025-06-13 10:07:06
1127,HBW,漢堡王,50XDRYFQ,HBW-50XDRYFQ,花生培根脆雞堡小薯小可,Peanut Bacon Crispy Chicken Burger with Small Fries and Small Coke,聯發科瑞光,2025-06-13 10:07:06
1128,HBW,漢堡王,85BHBPPN,HBW-85BHBPPN,花生培根牛肉堡小薯小可,Peanut Bacon Beef Burger with Small Fries and Small Coke,聯發科瑞光,2025-06-13 10:07:06
1129,HBW,漢堡王,76WYOFNV,HBW-76WYOFNV,BBQ培根牛肉堡(單犇)小薯小可,BBQ Bacon Beef Burger (Single Patty) with Small Fries and Small Coke,聯發科瑞光,2025-06-13 10:07:06
1130,HBW,漢堡王,52ZKCDVJ,HBW-52ZKCDVJ,雙起士培根牛肉堡小薯小可,Double Cheese Bacon Beef Burger with Small Fries and Small Coke,聯發科瑞光,2025-06-13 10:07:06
1131,DBHZ,蛋白盒子,81SNHRZG,DBHZ-81SNHRZG,紐奧良雞腿排,New Orleans Chicken Thigh,聯發科瑞光,2025-06-13 10:07:06
1132,DBHZ,蛋白盒子,52TQHJGQ,DBHZ-52TQHJGQ,韓式辣醬豬,Korean Spicy Pork,聯發科瑞光,2025-06-13 10:07:06
1133,DBHZ,蛋白盒子,08ZVRQIV,DBHZ-08ZVRQIV,韓式辣醬牛,Korean Spicy Beef,聯發科瑞光,2025-06-13 10:07:06
1137,ZZ,抓粥,48HBAYVN,ZZ-48HBAYVN,霸王粥,Supreme Congee,聯發科瑞光,2025-06-13 10:07:06
1140,JLD,雞老大,93NPFEJK,JLD-93NPFEJK,酸辣涼拌雞飯,Spicy and Sour Cold Chicken Rice,聯發科瑞光,2025-06-13 10:07:06
1141,JLD,雞老大,51QZCWON,JLD-51QZCWON,蒜油雞飯,Garlic Oil Chicken Rice,聯發科瑞光,2025-06-13 10:07:06
1182,WCWXC,瓦城無限廚房,31PZJJRI,WCWXC-31PZJJRI,椒麻雞川牛飯,Sichuan Pepper Chicken & Beef Rice,聯發科瑞光,2025-06-13 10:07:06
1183,WCWXC,瓦城無限廚房,13BFIEWN,WCWXC-13BFIEWN,泰式綠咖哩雞飯,Thai Green Curry Chicken Rice,聯發科瑞光,2025-06-13 10:07:06
1184,WCWXC,瓦城無限廚房,38CWKSGP,WCWXC-38CWKSGP,打拋豬飯,Thai Basil Pork Rice,聯發科瑞光,2025-06-13 10:07:06
1185,WHM,五花馬,96KDDNEP,WHM-96KDDNEP,虱目魚水餃10粒,Milkfish Dumplings (10 pcs),聯發科瑞光,2025-06-13 10:07:06
1186,WHM,五花馬,26LZYOVP,WHM-26LZYOVP,青菜豆腐湯,Vegetable Tofu Soup,聯發科瑞光,2025-06-13 10:07:06
1189,HFKY,伙房烤魚,65EHJCJX,HFKY-65EHJCJX,去骨椒麻炸雞腿飯,Boneless Spicy Fried Chicken Leg Rice,聯發科瑞光,2025-06-13 10:07:06
1190,HFKY,伙房烤魚,83SBGMUH,HFKY-83SBGMUH,薑汁去骨白斬雞飯,Ginger Sauce Boneless White Cut Chicken Rice,聯發科瑞光,2025-06-13 10:07:06
1221,XJYKR,鑫吉野烤肉飯,10KVAARV,XJYKR-10KVAARV,烤排骨飯,Grilled Pork Rib Rice,聯發科瑞光,2025-06-13 10:07:06
1222,XJYKR,鑫吉野烤肉飯,61TROUPH,XJYKR-61TROUPH,香酥雞柳飯,Crispy Chicken Tender Rice,聯發科瑞光,2025-06-13 10:07:06
1223,XJYKR,鑫吉野烤肉飯,07RVBVSS,XJYKR-07RVBVSS,黑胡椒豚排飯,Black Pepper Pork Chop Rice,聯發科瑞光,2025-06-13 10:07:06
1224,XJYKR,鑫吉野烤肉飯,24MVLZBW,XJYKR-24MVLZBW,滷雞腿飯,Braised Chicken Leg Rice,聯發科瑞光,2025-06-13 10:07:06
