序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
924,WSSW,午時食午,81HOULZV,WSSW-81HOULZV,肉醬咖哩餐盒,Meat Sauce Curry Meal Box,聯發科瑞光,2025-05-22 16:25:09
925,WSSW,午時食午,01ARNYHN,WSSW-01ARNYHN,紅燒牛腩餐盒,Braised Beef Brisket Meal Box,聯發科瑞光,2025-05-22 16:25:09
926,WSSW,午時食午,88YYNCSR,WSSW-88YYNCSR,滿滿肉燥餐盒,Generous Minced Pork Rice Meal Box,聯發科瑞光,2025-05-22 16:25:09
927,JDYWW,京都御握丸,74JOLFCE,JDYWW-74JOLFCE,海老炸蝦天婦羅御握丸秘製唐揚雞,Ebi Tempura Onigiri with Special Karaage Chicken,聯發科瑞光,2025-05-22 16:25:09
928,JDYWW,京都御握丸,62DRLZJW,JDYWW-62DRLZJW,炙燒起司豬肉玉子燒御握丸秘製唐揚雞,Grilled Cheese Pork Tamagoyaki Onigiri with Special Karaage Chicken,聯發科瑞光,2025-05-22 16:25:09
929,JDYWW,京都御握丸,61SEMADR,JDYWW-61SEMADR,明太子鮪魚海苔飯糰秘製唐揚雞,Mentaiko Tuna Seaweed Onigiri with Special Karaage Chicken,聯發科瑞光,2025-05-22 16:25:09
930,JDYWW,京都御握丸,70SSDPFN,JDYWW-70SSDPFN,高湯熬煮鮭魚海苔飯糰秘製唐揚雞,Dashi Simmered Salmon Seaweed Onigiri with Special Karaage Chicken,聯發科瑞光,2025-05-22 16:25:09
931,JDYWW,京都御握丸,21KVMBMN,JDYWW-21KVMBMN,昆布和風梅漬嫩雞三角飯糰秘製唐揚雞,Kombu Umeboshi Marinated Chicken Onigiri with Special Karaage Chicken,聯發科瑞光,2025-05-22 16:25:09
932,JDYWW,京都御握丸,91YPQRER,JDYWW-91YPQRER,豬肉蔬菜未增湯,Pork and Vegetable Miso Soup,聯發科瑞光,2025-05-22 16:25:09
934,KST,咖食堂,07EJLUPD,KST-07EJLUPD,咖哩雞米花飯,Curry Chicken Popcorn Rice,聯發科瑞光,2025-05-22 16:25:09
935,KST,咖食堂,32UCDECV,KST-32UCDECV,雞排烏龍麵,Chicken Cutlet Udon,聯發科瑞光,2025-05-22 16:25:09
936,KST,咖食堂,76NTFQCO,KST-76NTFQCO,魚排丼飯,Fish Cutlet Donburi,聯發科瑞光,2025-05-22 16:25:09
941,DWJKC,大王健康餐盒,27QGINCY,DWJKC-27QGINCY,泡菜雞胸,Kimchi Chicken Breast,聯發科瑞光,2025-05-22 16:25:09
970,CY,初越,97KHLKZW,CY-97KHLKZW,海陸叻沙河粉,Seafood & Pork Laksa Rice Noodles,聯發科瑞光,2025-05-22 16:25:09
972,LSH,梁社漢,66NIHLMV,LSH-66NIHLMV,祕醬雞菲力排飯,Secret Sauce Chicken Fillet Rice,聯發科瑞光,2025-05-22 16:25:09
974,LHJCH,李鴻記餐盒,18EERCMT,LHJCH-18EERCMT,川式椒麻嫩雞,Sichuan Spicy Tender Chicken,聯發科瑞光,2025-05-22 16:25:09
1000,MMNN,貓咪奶奶,82PUBVOT,MMNN-82PUBVOT,日式胡麻舒肥嫩雞胸-無飯,Japanese Sesame Sous Vide Chicken Breast (No Rice),聯發科瑞光,2025-05-22 16:25:09
1001,MMNN,貓咪奶奶,33SBYZJM,MMNN-33SBYZJM,蔥鹽雞腿餐盒,Scallion Salt Chicken Leg Meal Box,聯發科瑞光,2025-05-22 16:25:09
1002,MMNN,貓咪奶奶,74PTPGUC,MMNN-74PTPGUC,蔥鹽薑黃雞腿餐盒,Scallion Salt Turmeric Chicken Leg Meal Box,聯發科瑞光,2025-05-22 16:25:09
1003,MMNN,貓咪奶奶,42RXJTYX,MMNN-42RXJTYX,蒜香瓦片炙燒豬腰肉餐盒,Garlic Tile-Grilled Pork Loin Meal Box,聯發科瑞光,2025-05-22 16:25:09
1004,FCSL,鳳城燒臘,41MNIWDZ,FCSL-41MNIWDZ,乾炒蝦仁河粉,Stir-Fried Shrimp Rice Noodles,聯發科瑞光,2025-05-22 16:25:09
1006,ZZ,抓粥,80UXIIKI,ZZ-80UXIIKI,田園蔬菜粥,Garden Vegetable Congee,聯發科瑞光,2025-05-22 16:25:09
1007,ZZ,抓粥,97CRVKWO,ZZ-97CRVKWO,滿魚粥,Fish Congee,聯發科瑞光,2025-05-22 16:25:09
1009,XDST,兄弟食堂,82OTKXPA,XDST-82OTKXPA,香菇肉羹湯,Mushroom Pork Thick Soup,聯發科瑞光,2025-05-22 16:25:09
1014,WHM,五花馬,12WWQUXG,WHM-12WWQUXG,榨菜肉絲麵,Shredded Pork with Pickled Mustard Green Noodles,聯發科瑞光,2025-05-22 16:25:09
1015,WHM,五花馬,62IQSUNX,WHM-62IQSUNX,小米粥蔥油餅,Millet Porridge with Scallion Pancake,聯發科瑞光,2025-05-22 16:25:09
1016,WSSW,午時食午,02WAZAKE,WSSW-02WAZAKE,薑汁燒肉餐盒,Ginger Soy Glazed Pork Meal Box,聯發科瑞光,2025-05-22 16:25:09
1017,WSSW,午時食午,85XWFHMT,WSSW-85XWFHMT,蜜汁烤雞腿餐盒,Honey Glazed Chicken Leg Meal Box,聯發科瑞光,2025-05-22 16:25:09
