序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
47,NLXJ,能量小姐,44ADOZJH,NLXJ-44ADOZJH,照燒雞腿排,Teriyaki Chicken Cutlet,聯發太陽廣場,2024-12-10 12:14:49
48,NLXJ,能量小姐,74SCJALB,NLXJ-74SCJALB,泡菜豬里肌,Kimchi Pork Tenderloin,聯發太陽廣場,2024-12-10 12:14:49
49,NLXJ,能量小姐,33GZCMRP,NLXJ-33GZCMRP,鹽烤鯖魚,Salt-Grilled Mackerel,聯發太陽廣場,2024-12-10 12:14:49
50,NLXJ,能量小姐,99HCZVCT,NLXJ-99HCZVCT,韓式菇菇雞,Korean Style Mushroom Chicken,聯發太陽廣場,2024-12-10 12:14:49
51,XTS,小台室,18SXRIZZ,XTS-18SXRIZZ,瓜仔肉飯原味小雞湯,Melon Pork Rice with Original Chicken Soup,聯發太陽廣場,2024-12-10 12:14:49
52,XTS,小台室,99CZOOJV,XTS-99CZOOJV,紐澳良雞腿排餐盒,New Orleans Chicken Cutlet Bento,聯發太陽廣場,2024-12-10 12:14:49
53,XTS,小台室,36TQKLVY,XTS-36TQKLVY,香蒜排骨酥餐盒,Garlic Pork Rib Bento,聯發太陽廣場,2024-12-10 12:14:49
54,XTS,小台室,73MBEJJH,XTS-73MBEJJH,蔥油雞絲餐盒,Green Onion Oil Chicken Strips Bento,聯發太陽廣場,2024-12-10 12:14:49
55,XTS,小台室,86JYQCKZ,XTS-86JYQCKZ,秘香滷牛肉餐盒,Secret Braised Beef Bento,聯發太陽廣場,2024-12-25 14:56:29
56,XTS,小台室,98DSJKTN,XTS-98DSJKTN,泰式檸檬魚餐盒,Thai Lemon Fish Bento,聯發太陽廣場,2024-12-10 12:14:49
57,TLL,泰辣辣,51TYEYHX,TLL-51TYEYHX,泰式紅咖喱雞飯,Thai Red Curry Chicken Rice,聯發太陽廣場,2024-12-25 14:56:29
58,TLL,泰辣辣,13BFIEWN,TLL-13BFIEWN,泰式綠咖哩雞飯,Thai Green Curry Chicken Rice,聯發太陽廣場,2024-12-25 14:56:29
59,TLL,泰辣辣,12DGPGIE,TLL-12DGPGIE,泰式打拋豬飯,Thai Basil Pork Rice,聯發太陽廣場,2024-12-25 14:56:29
60,TLL,泰辣辣,93JCODJN,TLL-93JCODJN,泰式辣炒豬飯,Thai Spicy Stir-fried Pork Rice,聯發太陽廣場,2024-12-25 14:56:29
61,TLL,泰辣辣,90MYHBFL,TLL-90MYHBFL,泰式辣炒雞飯,Thai Spicy Stir-fried Chicken Rice,聯發太陽廣場,2024-12-25 14:56:29
62,TLL,泰辣辣,56LCCSYI,TLL-56LCCSYI,金錢蝦餅飯,Money Shrimp Cake Rice,聯發太陽廣場,2024-12-25 14:56:29
63,GLHZ,給力盒子,96JDXQWE,GLHZ-96JDXQWE,椒鹽水煮雞胸-無飯,Salt & Pepper Poached Chicken Breast (No Rice),聯發太陽廣場,2024-12-10 12:14:49
64,GLHZ,給力盒子,65HVROFV,GLHZ-65HVROFV,蒜泥醬豬肉片,Garlic Sauce Sliced Pork,聯發太陽廣場,2024-12-10 12:14:49
65,GLHZ,給力盒子,31WIKPJA,GLHZ-31WIKPJA,普羅旺斯烤雞腿,Provence Herbs Roasted Chicken Leg,聯發太陽廣場,2024-12-10 12:14:49
66,GLHZ,給力盒子,32FEXRTH,GLHZ-32FEXRTH,十三香滷牛腱,Chinese 13-Spice Braised Beef Shank,聯發太陽廣場,2024-12-10 12:14:49
67,GLHZ,給力盒子,44YYZHLQ,GLHZ-44YYZHLQ,泰式打拋雞胸,Thai Basil Minced Chicken Breast,聯發太陽廣場,2024-12-10 12:14:49
68,GLHZ,給力盒子,15YESFLM,GLHZ-15YESFLM,樹子清蒸鱸魚,Steamed Sea Bass with Preserved Plum,聯發太陽廣場,2024-12-10 12:14:49
69,SUBWA,SUBWAY,84GBLCVE,SUBWA-84GBLCVE,義大利牛肉6吋,Italian Beef (6-inch),聯發太陽廣場,2024-12-10 12:14:49
70,WT,悟饕,45CDEBUB,WT-45CDEBUB,經典池上飯包,Classic Chishang Rice Box,聯發太陽廣場,2024-12-10 12:14:49
71,WT,悟饕,83ZCICMM,WT-83ZCICMM,鐵道排骨飯包,Railway Pork Chop Rice Box,聯發太陽廣場,2024-12-10 12:14:49
72,WT,悟饕,71OGUXGE,WT-71OGUXGE,蒲燒鯛魚飯包,Grilled Sea Bream Rice Box,聯發太陽廣場,2024-12-10 12:14:49
73,WT,悟饕,06GKTNVJ,WT-06GKTNVJ,匠滷控肉飯包,Braised Pork Belly Rice Box,聯發太陽廣場,2024-12-10 12:14:49
74,WT,悟饕,88BFEDLE,WT-88BFEDLE,香酥雞腿飯包,Crispy Fried Chicken Leg Rice Box,聯發太陽廣場,2024-12-10 12:14:49
75,WT,悟饕,71LYAWCQ,WT-71LYAWCQ,海陸雙拼飯包,Surf & Turf Rice Box,聯發太陽廣場,2024-12-10 12:14:49
76,MSHB,摩斯漢堡,23SCVMEU,MSHB-23SCVMEU,海洋珍珠堡紅茶,Seafood Rice Burger + Black Tea,聯發太陽廣場,2024-12-10 12:14:49
77,MSHB,摩斯漢堡,99LPWTVI,MSHB-99LPWTVI,燒肉珍珠堡紅茶,Yakiniku Rice Burger + Black Tea,聯發太陽廣場,2024-12-10 12:14:49
78,MSHB,摩斯漢堡,02CTIZCF,MSHB-02CTIZCF,北海道鮭魚珍珠堡紅茶,Hokkaido Salmon Rice Burger + Black Tea,聯發太陽廣場,2024-12-10 12:14:49
79,MSHB,摩斯漢堡,95YJUGPU,MSHB-95YJUGPU,摩斯炸蝦堡紅茶,MOS Shrimp Burger + Black Tea,聯發太陽廣場,2024-12-10 12:14:49
80,MSHB,摩斯漢堡,32JZAGBX,MSHB-32JZAGBX,摩斯蜜汁烤雞堡紅茶,MOS Honey Grilled Chicken Burger + Black Tea,聯發太陽廣場,2024-12-10 12:14:49
81,MSHB,摩斯漢堡,96LBBGGS,MSHB-96LBBGGS,摩斯鱈魚堡紅茶,MOS Cod Fish Burger + Black Tea,聯發太陽廣場,2024-12-10 12:14:49
82,GLHZ,給力盒子,38YBAZOT,GLHZ-38YBAZOT,川味椒麻烤雞胸,Sichuan Pepper Roasted Chicken Breast,聯發太陽廣場,2024-12-10 12:14:49
83,SUBWA,SUBWAY,61HPILOV,SUBWA-61HPILOV,厚切嫩牛沙拉,Tender Roast Beef Salad,聯發太陽廣場,2024-12-10 12:14:49
84,HXZ,鬍鬚張,69ORXGID,HXZ-69ORXGID,雞魯飯便當,Braised Chicken Rice Bento,聯發太陽廣場,2024-12-10 12:14:49
85,HXZ,鬍鬚張,42ELDCFZ,HXZ-42ELDCFZ,唐山排骨便當,Tangshan Pork Chop Bento,聯發太陽廣場,2024-12-10 12:14:49
86,HXZ,鬍鬚張,79CWPUBF,HXZ-79CWPUBF,紅糟豆乳腿排便當,Red Yeast Soy Milk Chicken Cutlet Bento,聯發太陽廣場,2024-12-10 12:14:49
87,HXZ,鬍鬚張,26HEYKGJ,HXZ-26HEYKGJ,魯肉飯便當安心鴨蛋,Braised Pork Rice Bento with Duck Egg,聯發太陽廣場,2024-12-10 12:14:49
88,HXZ,鬍鬚張,53SFMHOQ,HXZ-53SFMHOQ,胭脂梅花肉香腸雙拼便當,Plum Marinated Pork & Sausage Duo Bento,聯發太陽廣場,2024-12-10 12:14:49
89,HXZ,鬍鬚張,16LPJUMV,HXZ-16LPJUMV,香酥雞腿便當,Crispy Chicken Leg Bento,聯發太陽廣場,2024-12-10 12:14:49
90,CCFDX,萃茶風大享食,13FOUCHD,CCFDX-13FOUCHD,經典牛丼,Classic Beef Don,聯發太陽廣場,2024-12-10 12:14:49
91,CCFDX,萃茶風大享食,90CXAAVX,CCFDX-90CXAAVX,蔥醬豬丼,Green Onion Sauce Pork Don,聯發太陽廣場,2024-12-10 12:14:49
92,CCFDX,萃茶風大享食,64JMDUTK,CCFDX-64JMDUTK,讚岐海鮮烏龍麵,Sanuki Seafood Udon,聯發太陽廣場,2024-12-10 12:14:49
93,CCFDX,萃茶風大享食,21HPCWNV,CCFDX-21HPCWNV,蔥醬舒肥雞胸餐盒,Green Onion Sauce Sous-vide Chicken Breast Bento,聯發太陽廣場,2024-12-10 12:14:49
94,CCFDX,萃茶風大享食,06CJVJDV,CCFDX-06CJVJDV,咖哩豬丼,Curry Pork Don,聯發太陽廣場,2024-12-10 12:14:49
95,CCFDX,萃茶風大享食,11BNJBMF,CCFDX-11BNJBMF,起司牛丼,Cheese Beef Don,聯發太陽廣場,2024-12-10 12:14:49
96,HXZ,鬍鬚張,25TQCISF,HXZ-25TQCISF,魯肉飯便當,Braised Pork Rice Bento,聯發太陽廣場,2024-12-10 12:14:49
97,WT,悟饕,46WNGHWA,WT-46WNGHWA,唐揚炸雞飯包,Japanese Karaage Chicken Rice Box,聯發太陽廣場,2024-12-10 12:14:49
98,JJK,京簡康,86VBOYDP,JJK-86VBOYDP,黑胡椒嫩雞胸-無飯,Black Pepper Tender Chicken Breast (No Rice),聯發太陽廣場,2024-12-10 12:14:49
99,QHSL,齊亨燒臘,47JMWKSM,QHSL-47JMWKSM,燒鴨腿飯,Roasted Duck Leg Rice,聯發太陽廣場,2024-12-25 14:56:29
100,QHSL,齊亨燒臘,41ZCTDYC,QHSL-41ZCTDYC,三寶飯,Three Treasures Rice,聯發太陽廣場,2024-12-10 12:14:49
101,QHSL,齊亨燒臘,18PXNSLT,QHSL-18PXNSLT,玫瑰雞腿飯,Rose Chicken Leg Rice,聯發太陽廣場,2024-12-25 14:56:29
102,QHSL,齊亨燒臘,04LWGPGX,QHSL-04LWGPGX,化皮燒肉飯,Crispy Skin Roasted Pork Rice,聯發太陽廣場,2024-12-10 12:14:49
103,QHSL,齊亨燒臘,12PFQOXN,QHSL-12PFQOXN,紅麴叉燒飯,Red Yeast BBQ Pork Rice,聯發太陽廣場,2024-12-25 14:56:29
104,DWJKC,大王健康餐盒,07DHEBBH,DWJKC-07DHEBBH,蔥鹽雞胸-無飯,Scallion Salt Chicken Breast (Without Rice),聯發太陽廣場,2025-01-14 12:04:52
105,DWJKC,大王健康餐盒,22YBWUJP,DWJKC-22YBWUJP,清滷雞腿,Braised Chicken Leg,聯發太陽廣場,2024-12-25 14:56:29
106,DWJKC,大王健康餐盒,22VOMSFU,DWJKC-22VOMSFU,台式蒜泥豬五花,Taiwanese Garlic Pork Belly,聯發太陽廣場,2024-12-25 14:56:29
107,DWJKC,大王健康餐盒,27ECMWFB,DWJKC-27ECMWFB,滷香牛腱,Braised Beef Shank,聯發太陽廣場,2025-01-14 12:04:52
108,DWJKC,大王健康餐盒,84PAVKKD,DWJKC-84PAVKKD,花雕醉雞,Hua Diao Drunken Chicken,聯發太陽廣場,2025-01-14 12:04:52
109,SWT,上味泰,38CWKSGP,SWT-38CWKSGP,打拋豬飯,Stir-fried Pork with Holy Basil Rice,聯發太陽廣場,2024-12-25 14:56:29
110,SWT,上味泰,84LSDITN,SWT-84LSDITN,椒麻雞炒飯,Pepper Chicken Fried Rice,聯發太陽廣場,2024-12-25 14:56:29
111,SWT,上味泰,78XZPCOJ,SWT-78XZPCOJ,綠咖哩雞肉飯,Green Curry Chicken Rice,聯發太陽廣場,2024-12-25 14:56:29
112,SWT,上味泰,53SLGSXZ,SWT-53SLGSXZ,泰式牛肉炒河粉,Thai Beef Rice Noodles,聯發太陽廣場,2024-12-25 14:56:29
113,SWT,上味泰,37CIBBWV,SWT-37CIBBWV,泰式蝦仁炒河粉,Thai Shrimp Rice Noodles,聯發太陽廣場,2024-12-25 14:56:29
114,SWT,上味泰,58UVDDEF,SWT-58UVDDEF,排骨炒飯,Pork Chop Fried Rice,聯發太陽廣場,2024-12-25 14:56:29
115,LZQHM,蘆洲七號麵線,23XUYTCY,LZQHM-23XUYTCY,綜合麵線,Assorted Vermicelli Soup,聯發太陽廣場,2024-12-10 12:14:49
116,LZQHM,蘆洲七號麵線,21HUNZQZ,LZQHM-21HUNZQZ,蚵仔麵線,Oyster Vermicelli,聯發太陽廣場,2025-01-14 12:04:52
117,LZQHM,蘆洲七號麵線,46AHOTNG,LZQHM-46AHOTNG,豬肚麵線,Pork Tripe Vermicelli Soup,聯發太陽廣場,2024-12-10 12:14:49
118,LZQHM,蘆洲七號麵線,69XDSQIT,LZQHM-69XDSQIT,大腸麵線,Pork Intestine Vermicelli Soup,聯發太陽廣場,2024-12-10 12:14:49
119,LZQHM,蘆洲七號麵線,60ZVLAKZ,LZQHM-60ZVLAKZ,花枝麵線,Squid Vermicelli Soup,聯發太陽廣場,2024-12-10 12:14:49
120,LZQHM,蘆洲七號麵線,38JSESLJ,LZQHM-38JSESLJ,貢丸麵線,Meatball Vermicelli Soup,聯發太陽廣場,2024-12-10 12:14:49
121,YSSWM,御燒沙威瑪,99WTYIGN,YSSWM-99WTYIGN,招牌沙威瑪加起司,Signature Shawarma with Cheese,聯發太陽廣場,2025-01-14 12:04:52
122,YSSWM,御燒沙威瑪,03RDFDVR,YSSWM-03RDFDVR,日式照燒醬沙威瑪,Japanese Teriyaki Sauce Shawarma,聯發太陽廣場,2025-01-14 12:04:52
123,YSSWM,御燒沙威瑪,26MKZXBU,YSSWM-26MKZXBU,梅子沙威瑪,Plum Shawarma,聯發太陽廣場,2025-01-14 12:04:52
124,YSSWM,御燒沙威瑪,44SKTIWK,YSSWM-44SKTIWK,焙煎胡麻醬沙威瑪,Roasted Sesame Sauce Shawarma,聯發太陽廣場,2025-01-14 12:04:52
125,JDCH,啾蒂餐盒,12UEMJLP,JDCH-12UEMJLP,義式香草嫩舒肥雞-無飯,Italian Herb Tender Sous Vide Chicken (Without Rice),聯發太陽廣場,2025-01-14 12:04:52
126,JDCH,啾蒂餐盒,95KDXQDC,JDCH-95KDXQDC,日式壽喜燒牛餐飯,Japanese Sukiyaki Beef Rice Meal,聯發太陽廣場,2025-01-14 12:04:52
127,JDCH,啾蒂餐盒,89HWOKQW,JDCH-89HWOKQW,韓式泡菜豬飯,Korean Kimchi Pork Rice,聯發太陽廣場,2025-01-14 12:04:52
128,JDCH,啾蒂餐盒,39MMHYJC,JDCH-39MMHYJC,蒲燒鯛魚飯,Grilled Sea Bream Rice,聯發太陽廣場,2025-01-14 12:04:52
129,JDCH,啾蒂餐盒,74NQPRDQ,JDCH-74NQPRDQ,台式蔥爆雞柳飯,Taiwanese Scallion Stir-Fried Chicken Fillet Rice,聯發太陽廣場,2025-01-14 12:04:52
130,JDCH,啾蒂餐盒,87CDJLUX,JDCH-87CDJLUX,日式胡麻舒肥雞飯,Japanese Sesame Sous Vide Chicken Rice,聯發太陽廣場,2025-01-14 12:04:52
131,YDJKJ,尹東家烤雞,51DONHRU,YDJKJ-51DONHRU,台式三杯雞飯,Taiwanese Three-Cup Chicken with Rice,聯發太陽廣場,2025-01-14 12:04:52
132,YDJKJ,尹東家烤雞,56JTVQDF,YDJKJ-56JTVQDF,台式麻油雞飯,Taiwanese Sesame Oil Chicken with Rice,聯發太陽廣場,2025-01-14 12:04:52
133,YDJKJ,尹東家烤雞,09TLCOLT,YDJKJ-09TLCOLT,蔥爆豬五花飯,Scallion Stir-Fried Pork Belly with Rice,聯發太陽廣場,2025-01-14 12:04:52
134,YDJKJ,尹東家烤雞,10RGOGNX,YDJKJ-10RGOGNX,照燒蒸烤雞腿飯,Teriyaki Steamed and Grilled Chicken Thigh with Rice,聯發太陽廣場,2025-01-14 12:04:52
135,YDJKJ,尹東家烤雞,35FIBFNS,YDJKJ-35FIBFNS,招牌蒸烤雞飯,Signature Steamed and Grilled Chicken with Rice,聯發太陽廣場,2025-01-14 12:04:52
136,YDJKJ,尹東家烤雞,29TGOHNX,YDJKJ-29TGOHNX,韓式蒸烤雞腿飯,Korean Steamed and Grilled Chicken Thigh with Rice,聯發太陽廣場,2025-01-14 12:04:52
137,ZZ,抓粥,12QGSMOP,ZZ-12QGSMOP,皮蛋瘦肉粥,Preserved Egg and Pork Congee,聯發太陽廣場,2025-01-14 12:04:52
138,ZZ,抓粥,19DKDBUM,ZZ-19DKDBUM,薑絲牛肉粥,Ginger Shreds and Beef Congee,聯發太陽廣場,2025-01-14 12:04:52
139,ZZ,抓粥,64NMFLRQ,ZZ-64NMFLRQ,海藻小魚粥,Seaweed and Small Fish Congee,聯發太陽廣場,2025-01-14 12:04:52
140,ZZ,抓粥,14VYYBQW,ZZ-14VYYBQW,艇仔粥,Boat Congee,聯發太陽廣場,2025-01-14 12:04:52
141,ZZ,抓粥,02XPNOMT,ZZ-02XPNOMT,玉米瘦肉粥,Corn and Pork Congee,聯發太陽廣場,2025-01-14 12:04:52
142,ZZ,抓粥,78MAWJFS,ZZ-78MAWJFS,海鮮及第粥,Seafood and Assorted Meat Congee,聯發太陽廣場,2025-01-14 12:04:52
143,ZZ,抓粥,48HBAYVN,ZZ-48HBAYVN,霸王粥,Overlord Congee,聯發太陽廣場,2025-01-14 12:04:52
144,ZZ,抓粥,64EQFWSQ,ZZ-64EQFWSQ,廣皮粥,Cantonese Congee,聯發太陽廣場,2025-01-14 12:04:52
145,ZZ,抓粥,68CFQWUV,ZZ-68CFQWUV,廣東粥,Cantonese Congee,聯發太陽廣場,2025-01-14 12:04:52
146,DWJKC,大王健康餐盒,65QVZTZJ,DWJKC-65QVZTZJ,水嫩雞胸-無飯,Tender Chicken Breast (Without Rice),聯發太陽廣場,2025-01-14 12:04:52
147,DWJKC,大王健康餐盒,29UNMPXH,DWJKC-29UNMPXH,泰式豬五花,Thai Style Pork Belly,聯發太陽廣場,2024-12-25 14:56:29
148,DWJKC,大王健康餐盒,02KVWIJC,DWJKC-02KVWIJC,打拋雞胸,Stir-fried Chicken with Holy Basil,聯發太陽廣場,2024-12-25 14:56:29
149,SWT,上味泰,69QEMXUP,SWT-69QEMXUP,鳳梨蝦仁炒飯,Pineapple Shrimp Fried Rice,聯發太陽廣場,2024-12-25 14:56:29
150,LZQHM,蘆洲七號麵線,00LLHTUD,LZQHM-00LLHTUD,肉羹麵線,Meat Ball and Pork Thick Soup Vermicelli,聯發太陽廣場,2024-12-10 12:14:49
151,JDCH,啾蒂餐盒,45JXSJPD,JDCH-45JXSJPD,鹽烤鯖魚飯,Salt-Grilled Mackerel Rice,聯發太陽廣場,2025-01-14 12:04:52
152,YDJKJ,尹東家烤雞,77ZPWTLZ,YDJKJ-77ZPWTLZ,川味椒麻雞腿飯,Sichuan Style Spicy and Numbing Chicken Thigh with Rice,聯發太陽廣場,2025-01-14 12:04:52
153,ZZ,抓粥,79QEAVYO,ZZ-79QEAVYO,吻仔魚粥,Anchovy Congee,聯發太陽廣場,2025-01-14 12:04:52
154,GLHZ,給力盒子,17AYCUSV,GLHZ-17AYCUSV,西西里烤蔬菜,Sicilian Roasted Vegetables,聯發太陽廣場,2024-12-10 12:14:49
155,BSK,必勝客,00LWKDCU,BSK-00LWKDCU,雙層美式臘腸個人披薩無糖綠茶,Double Pepperoni Personal Pizza + Sugar-Free Green Tea,聯發太陽廣場,2024-12-10 12:14:49
156,BSK,必勝客,55HHQAKV,BSK-55HHQAKV,鐵板雙牛個人披薩無糖綠茶,Iron Plate Double Beef Personal Pizza with Unsweetened Green Tea,聯發太陽廣場,2025-02-19 15:24:08
157,BSK,必勝客,02KUPURU,BSK-02KUPURU,韓式泡菜燒肉個人披薩無糖綠茶,Korean Kimchi & BBQ Pork Personal Pizza + Sugar-Free Green Tea,聯發太陽廣場,2024-12-10 12:14:49
158,BSK,必勝客,61NVXCQM,BSK-61NVXCQM,夏威夷個人披薩無糖綠茶,Hawaiian Personal Pizza + Sugar-Free Green Tea,聯發太陽廣場,2024-12-10 12:14:49
